Time:1000Hz,Epoch,Channel 1,Channel 2,Event Id,Event Date,Event Duration
57.756,57756,-29415.14,7763.11,,,
57.757,57757,-29408.11,7770.39,,,
57.758,57758,-29402.44,7776.55,,,
57.759,57759,-29398.97,7780.47,,,
57.76,57760,-29398.46,7781.29,,,
57.761,57761,-29401.34,7778.65,,,
57.762,57762,-29407.56,7772.77,,,
57.763,57763,-29416.54,7764.32,,,
57.764,57764,-29427.19,7754.28,,,
57.765,57765,-29438.09,7743.87,,,
57.766,57766,-29447.68,7734.45,,,
57.767,57767,-29454.43,7727.53,,,
57.768,57768,-29457.04,7724.6,,,
57.769,57769,-29454.73,7726.81,,,
57.77,57770,-29447.53,7734.58,,,
57.771,57771,-29436.39,7747.19,,,
57.772,57772,-29423.23,7762.7,,,
57.773,57773,-29410.51,7778.25,,,
57.774,57774,-29400.69,7790.79,,,
57.775,57775,-29395.6,7797.89,,,
57.776,57776,-29395.99,7798.44,,,
57.777,57777,-29401.57,7792.86,,,
57.778,57778,-29411.25,7782.77,,,
57.779,57779,-29423.68,7770.3,,,
57.78,57780,-29437.55,7757.37,,,
57.781,57781,-29451.7,7745.31,,,
57.782,57782,-29464.84,7734.89,,,
57.783,57783,-29475.32,7726.69,,,
57.784,57784,-29481.15,7721.55,,,
57.785,57785,-29480.48,7720.65,,,
57.786,57786,-29472.38,7725.12,,,
57.787,57787,-29457.6,7735.39,,,
57.788,57788,-29438.76,7750.51,,,
57.789,57789,-29419.87,7768.01,,,
57.79,57790,-29405.07,7784.32,,,
57.791,57791,-29397.33,7795.81,,,
57.792,57792,-29397.5,7799.94,,,
57.793,57793,-29404.26,7796.09,,,
57.794,57794,-29414.9,7785.62,,,
57.795,57795,-29426.62,7771.28,,,
57.796,57796,-29437.58,7756.18,,,
57.797,57797,-29447.22,7742.82,,,
57.798,57798,-29455.89,7732.64,,,
57.799,57799,-29463.87,7726.1,,,
57.8,57800,-29470.61,7723.15,,,
57.801,57801,-29474.62,7723.74,,,
57.802,57802,-29474.06,7728.02,,,
57.803,57803,-29467.8,7736.06,,,
57.804,57804,-29456.26,7747.43,,,
57.805,57805,-29441.59,7760.86,,,
57.806,57806,-29427.07,7774.24,,,
57.807,57807,-29415.88,7785.18,,,
57.808,57808,-29410.03,7791.71,,,
57.809,57809,-29409.81,7792.9,,,
57.81,57810,-29414.13,7789.09,,,
57.811,57811,-29421.28,7781.53,,,
57.812,57812,-29429.79,7771.82,,,
57.813,57813,-29438.95,7761.34,,,
57.814,57814,-29448.54,7750.97,,,
57.815,57815,-29458.33,7741.23,,,
57.816,57816,-29467.52,7732.69,,,
57.817,57817,-29474.61,7726.23,,,
57.818,57818,-29477.86,7723.05,,,
57.819,57819,-29476.01,7724.27,,,
57.82,57820,-29468.98,7730.4,,,
57.821,57821,-29458.03,7740.88,,,
57.822,57822,-29445.37,7754.05,,,
57.823,57823,-29433.51,7767.5,,,
57.824,57824,-29424.45,7778.74,,,
57.825,57825,-29419.39,7785.8,,,
57.826,57826,-29418.75,7787.65,,,
57.827,57827,-29422.4,7784.25,,,
57.828,57828,-29429.95,7776.34,,,
57.829,57829,-29440.73,7765.23,,,
57.83,57830,-29453.66,7752.56,,,
57.831,57831,-29467.04,7740.23,,,
57.832,57832,-29478.7,7730.21,,,
57.833,57833,-29486.49,7724.26,,,
57.834,57834,-29488.89,7723.5,,,
57.835,57835,-29485.56,7728.05,,,
57.836,57836,-29477.43,7736.9,,,
57.837,57837,-29466.31,7748.16,,,
57.838,57838,-29454.18,7759.67,,,
57.839,57839,-29442.62,7769.66,,,
57.84,57840,-29432.51,7777.19,,,
57.841,57841,-29424.3,7782.18,,,
57.842,57842,-29418.43,7784.97,,,
57.843,57843,-29415.66,7785.79,,,
57.844,57844,-29416.96,7784.4,,,
57.845,57845,-29423,7780.21,,,
57.846,57846,-29433.5,7772.8,,,
57.847,57847,-29446.91,7762.51,,,
57.848,57848,-29460.6,7750.78,,,
57.849,57849,-29471.69,7739.9,,,
57.85,57850,-29478.01,7732.24,,,
57.851,57851,-29478.73,7729.46,,,
57.852,57852,-29474.45,7731.91,,,
57.853,57853,-29466.61,7738.66,,,
57.854,57854,-29456.71,7748.1,,,
57.855,57855,-29445.71,7758.61,,,
57.856,57856,-29434.13,7769.11,,,
57.857,57857,-29422.51,7778.94,,,
57.858,57858,-29412.13,7787.43,,,
57.859,57859,-29405.16,7793.41,,,
57.86,57860,-29404.16,7795.14,,,
57.861,57861,-29411.02,7790.87,,,
57.862,57862,-29425.71,7779.88,,,
57.863,57863,-29445.82,7763.28,,,
57.864,57864,-29466.89,7744.24,,,
57.865,57865,-29483.91,7727.13,,,
57.866,57866,-29493.01,7716.12,,,
57.867,57867,-29492.82,7713.61,,,
57.868,57868,-29484.74,7719.37,,,
57.869,57869,-29472.14,7730.88,,,
57.87,57870,-29458.79,7744.48,,,
57.871,57871,-29447.42,7756.97,,,
57.872,57872,-29438.94,7766.74,,,
57.873,57873,-29432.74,7773.87,,,
57.874,57874,-29427.64,7779.35,,,
57.875,57875,-29422.97,7783.96,,,
57.876,57876,-29419.21,7787.39,,,
57.877,57877,-29417.8,7788.21,,,
57.878,57878,-29420.35,7784.73,,,
57.879,57879,-29427.72,7776.12,,,
57.88,57880,-29439.35,7763.21,,,
57.881,57881,-29453.36,7748.5,,,
57.882,57882,-29467.13,7735.3,,,
57.883,57883,-29478.08,7726.53,,,
57.884,57884,-29484.33,7723.76,,,
57.885,57885,-29484.97,7726.96,,,
57.886,57886,-29479.98,7734.9,,,
57.887,57887,-29470.02,7745.95,,,
57.888,57888,-29456.29,7758.71,,,
57.889,57889,-29440.54,7772.04,,,
57.89,57890,-29425.01,7784.84,,,
57.891,57891,-29412.31,7795.61,,,
57.892,57892,-29404.81,7802.48,,,
57.893,57893,-29404.06,7803.7,,,
57.894,57894,-29410.21,7798.49,,,
57.895,57895,-29421.83,7787.62,,,
57.896,57896,-29436.39,7773.42,,,
57.897,57897,-29451.05,7759.04,,,
57.898,57898,-29463.52,7747.29,,,
57.899,57899,-29472.59,7739.71,,,
57.9,57900,-29478.03,7736.29,,,
57.901,57901,-29480.09,7736.03,,,
57.902,57902,-29478.94,7737.96,,,
57.903,57903,-29474.36,7741.9,,,
57.904,57904,-29465.97,7748.55,,,
57.905,57905,-29453.87,7758.76,,,
57.906,57906,-29439.24,7772.41,,,
57.907,57907,-29424.51,7787.68,,,
57.908,57908,-29412.87,7801.16,,,
57.909,57909,-29407.26,7808.99,,,
57.91,57910,-29409.26,7808.45,,,
57.911,57911,-29418.49,7799.23,,,
57.912,57912,-29432.7,7783.65,,,
57.913,57913,-29448.63,7765.8,,,
57.914,57914,-29463.11,7749.9,,,
57.915,57915,-29473.96,7738.81,,,
57.916,57916,-29480.37,7733.3,,,
57.917,57917,-29482.48,7732.46,,,
57.918,57918,-29480.87,7734.77,,,
57.919,57919,-29475.95,7739.18,,,
57.92,57920,-29467.96,7745.57,,,
57.921,57921,-29457.23,7754.35,,,
57.922,57922,-29444.73,7765.54,,,
57.923,57923,-29432.29,7778.01,,,
57.924,57924,-29422.26,7789.37,,,
57.925,57925,-29416.87,7796.75,,,
57.926,57926,-29417.3,7798.03,,,
57.927,57927,-29423.22,7792.82,,,
57.928,57928,-29432.9,7782.73,,,
57.929,57929,-29443.93,7770.63,,,
57.93,57930,-29454.18,7759.48,,,
57.931,57931,-29462.44,7751.16,,,
57.932,57932,-29468.58,7746.1,,,
57.933,57933,-29472.98,7743.64,,,
57.934,57934,-29475.81,7742.99,,,
57.935,57935,-29476.53,7744.01,,,
57.936,57936,-29473.93,7747.45,,,
57.937,57937,-29466.81,7754.43,,,
57.938,57938,-29454.91,7765.51,,,
57.939,57939,-29439.53,7779.87,,,
57.94,57940,-29423.56,7795.27,,,
57.941,57941,-29410.62,7808.56,,,
57.942,57942,-29403.84,7816.9,,,
57.943,57943,-29404.76,7818.67,,,
57.944,57944,-29412.75,7814,,,
57.945,57945,-29425.34,7804.52,,,
57.946,57946,-29439.22,7792.63,,,
57.947,57947,-29451.32,7780.64,,,
57.948,57948,-29459.74,7770.27,,,
57.949,57949,-29463.94,7762.59,,,
57.95,57950,-29464.37,7758.24,,,
57.951,57951,-29461.79,7757.71,,,
57.952,57952,-29456.66,7761.39,,,
57.953,57953,-29449.02,7769.42,,,
57.954,57954,-29438.73,7781.29,,,
57.955,57955,-29426,7795.7,,,
57.956,57956,-29411.89,7810.61,,,
57.957,57957,-29398.41,7823.64,,,
57.958,57958,-29388.14,7832.59,,,
57.959,57959,-29383.55,7835.91,,,
57.96,57960,-29386.15,7833.01,,,
57.961,57961,-29395.91,7824.34,,,
57.962,57962,-29411.08,7811.29,,,
57.963,57963,-29428.58,7796.05,,,
57.964,57964,-29444.71,7781.24,,,
57.965,57965,-29456.24,7769.5,,,
57.966,57966,-29461.18,7762.9,,,
57.967,57967,-29459.3,7762.4,,,
57.968,57968,-29452.09,7767.51,,,
57.969,57969,-29442.14,7776.42,,,
57.97,57970,-29432.18,7786.62,,,
57.971,57971,-29424.19,7795.79,,,
57.972,57972,-29418.8,7802.63,,,
57.973,57973,-29415.36,7807.14,,,
57.974,57974,-29412.55,7810.34,,,
57.975,57975,-29409.36,7813.37,,,
57.976,57976,-29405.8,7816.62,,,
57.977,57977,-29403.2,7819.18,,,
57.978,57978,-29403.65,7819.19,,,
57.979,57979,-29408.99,7814.76,,,
57.98,57980,-29419.77,7805.06,,,
57.981,57981,-29434.64,7791.1,,,
57.982,57982,-29450.56,7775.64,,,
57.983,57983,-29463.8,7762.33,,,
57.984,57984,-29471.24,7754.38,,,
57.985,57985,-29471.45,7753.47,,,
57.986,57986,-29465.06,7759.28,,,
57.987,57987,-29454.32,7769.86,,,
57.988,57988,-29442.05,7782.49,,,
57.989,57989,-29430.7,7794.7,,,
57.99,57990,-29421.66,7804.78,,,
57.991,57991,-29415.38,7811.88,,,
57.992,57992,-29411.85,7815.64,,,
57.993,57993,-29411.13,7815.86,,,
57.994,57994,-29413.55,7812.37,,,
57.995,57995,-29419.52,7805.25,,,
57.996,57996,-29428.91,7795.18,,,
57.997,57997,-29440.65,7783.57,,,
57.998,57998,-29452.72,7772.46,,,
57.999,57999,-29462.69,7763.93,,,
58,58000,-29468.5,7759.55,,,
58.001,58001,-29469.19,7759.93,,,
58.002,58002,-29465.08,7764.7,,,
58.003,58003,-29457.42,7772.87,,,
58.004,58004,-29447.73,7783.2,,,
58.005,58005,-29437.22,7794.55,,,
58.006,58006,-29426.61,7805.88,,,
58.007,58007,-29416.44,7816.13,,,
58.008,58008,-29407.63,7824,,,
58.009,58009,-29401.71,7828.15,,,
58.01,58010,-29400.66,7827.47,,,
58.011,58011,-29406.03,7821.63,,,
58.012,58012,-29418.12,7811.37,,,
58.013,58013,-29435.28,7798.46,,,
58.014,58014,-29454.17,7785.26,,,
58.015,58015,-29470.66,7774.02,,,
58.016,58016,-29481.18,7766.37,,,
58.017,58017,-29483.92,7763.01,,,
58.018,58018,-29479.25,7763.89,,,
58.019,58019,-29469.3,7768.5,,,
58.02,58020,-29456.92,7776.15,,,
58.021,58021,-29444.61,7786.08,,,
58.022,58022,-29433.83,7797.3,,,
58.023,58023,-29425.05,7808.44,,,
58.024,58024,-29418.22,7817.81,,,
58.025,58025,-29413.45,7823.67,,,
58.026,58026,-29411.29,7824.8,,,
58.027,58027,-29412.6,7820.92,,,
58.028,58028,-29417.96,7812.83,,,
58.029,58029,-29427.18,7802.11,,,
58.03,58030,-29439.06,7790.6,,,
58.031,58031,-29451.7,7779.79,,,
58.032,58032,-29462.99,7770.57,,,
58.033,58033,-29471.24,7763.32,,,
58.034,58034,-29475.48,7758.3,,,
58.035,58035,-29475.36,7756.02,,,
58.036,58036,-29470.92,7757.26,,,
58.037,58037,-29462.43,7762.77,,,
58.038,58038,-29450.46,7772.63,,,
58.039,58039,-29436.11,7785.83,,,
58.04,58040,-29421.33,7800.15,,,
58.041,58041,-29408.73,7812.61,,,
58.042,58042,-29401.12,7820.4,,,
58.043,58043,-29400.54,7821.7,,,
58.044,58044,-29407.47,7816.28,,,
58.045,58045,-29420.49,7805.54,,,
58.046,58046,-29436.62,7791.96,,,
58.047,58047,-29452.3,7778.32,,,
58.048,58048,-29464.54,7766.94,,,
58.049,58049,-29471.73,7759.25,,,
58.05,58050,-29473.85,7755.7,,,
58.051,58051,-29471.95,7756,,,
58.052,58052,-29467.33,7759.54,,,
58.053,58053,-29460.95,7765.59,,,
58.054,58054,-29453.11,7773.52,,,
58.055,58055,-29443.88,7782.71,,,
58.056,58056,-29433.59,7792.47,,,
58.057,58057,-29423.25,7801.94,,,
58.058,58058,-29414.57,7810.07,,,
58.059,58059,-29409.41,7815.7,,,
58.06,58060,-29409.11,7817.76,,,
58.061,58061,-29413.96,7815.54,,,
58.062,58062,-29423.04,7808.95,,,
58.063,58063,-29434.66,7798.69,,,
58.064,58064,-29446.9,7786.23,,,
58.065,58065,-29458.17,7773.61,,,
58.066,58066,-29467.4,7762.97,,,
58.067,58067,-29473.84,7756.08,,,
58.068,58068,-29476.86,7753.94,,,
58.069,58069,-29475.8,7756.63,,,
58.07,58070,-29470.18,7763.38,,,
58.071,58071,-29460.15,7772.91,,,
58.072,58072,-29446.86,7783.78,,,
58.073,58073,-29432.55,7794.64,,,
58.074,58074,-29420.06,7804.3,,,
58.075,58075,-29412.01,7811.73,,,
58.076,58076,-29409.94,7815.93,,,
58.077,58077,-29413.87,7816.12,,,
58.078,58078,-29422.42,7811.87,,,
58.079,58079,-29433.56,7803.37,,,
58.08,58080,-29445.45,7791.58,,,
58.081,58081,-29456.99,7778.12,,,
58.082,58082,-29467.89,7764.92,,,
58.083,58083,-29478.12,7753.8,,,
58.084,58084,-29487.23,7746.13,,,
58.085,58085,-29493.95,7742.63,,,
58.086,58086,-29496.4,7743.47,,,
58.087,58087,-29492.91,7748.4,,,
58.088,58088,-29482.97,7756.81,,,
58.089,58089,-29467.95,7767.71,,,
58.09,58090,-29451.03,7779.62,,,
58.091,58091,-29436.31,7790.56,,,
58.092,58092,-29427.45,7798.37,,,
58.093,58093,-29426.41,7801.22,,,
58.094,58094,-29432.83,7798.25,,,
58.095,58095,-29444.35,7790.02,,,
58.096,58096,-29457.58,7778.46,,,
58.097,58097,-29469.41,7766.27,,,
58.098,58098,-29477.9,7756.04,,,
58.099,58099,-29482.6,7749.5,,,
58.1,58100,-29484.1,7747.04,,,
58.101,58101,-29483.36,7748,,,
58.102,58102,-29480.97,7751.22,,,
58.103,58103,-29477.05,7755.69,,,
58.104,58104,-29471.44,7761.01,,,
58.105,58105,-29464.25,7767.17,,,
58.106,58106,-29456.21,7774.18,,,
58.107,58107,-29448.71,7781.57,,,
58.108,58108,-29443.35,7788.22,,,
58.109,58109,-29441.37,7792.61,,,
58.11,58110,-29443.18,7793.41,,,
58.111,58111,-29448.32,7790.09,,,
58.112,58112,-29455.73,7783.09,,,
58.113,58113,-29464.28,7773.71,,,
58.114,58114,-29473.06,7763.59,,,
58.115,58115,-29481.52,7754.16,,,
58.116,58116,-29489.1,7746.45,,,
58.117,58117,-29495.01,7741.12,,,
58.118,58118,-29498.06,7738.68,,,
58.119,58119,-29496.96,7739.71,,,
58.12,58120,-29490.95,7744.67,,,
58.121,58121,-29480.34,7753.57,,,
58.122,58122,-29466.76,7765.51,,,
58.123,58123,-29452.84,7778.61,,,
58.124,58124,-29441.4,7790.37,,,
58.125,58125,-29434.52,7798.39,,,
58.126,58126,-29432.92,7801.21,,,
58.127,58127,-29435.88,7798.74,,,
58.128,58128,-29441.84,7792.23,,,
58.129,58129,-29449.13,7783.58,,,
58.13,58130,-29456.68,7774.65,,,
58.131,58131,-29464.11,7766.6,,,
58.132,58132,-29471.4,7759.87,,,
58.133,58133,-29478.31,7754.5,,,
58.134,58134,-29483.94,7750.62,,,
58.135,58135,-29486.8,7748.8,,,
58.136,58136,-29485.35,7749.88,,,
58.137,58137,-29478.79,7754.51,,,
58.138,58138,-29467.62,7762.63,,,
58.139,58139,-29453.75,7773.22,,,
58.14,58140,-29439.89,7784.45,,,
58.141,58141,-29428.72,7794.31,,,
58.142,58142,-29422.07,7801.18,,,
58.143,58143,-29420.57,7804.25,,,
58.144,58144,-29423.76,7803.49,,,
58.145,58145,-29430.6,7799.38,,,
58.146,58146,-29439.96,7792.53,,,
58.147,58147,-29450.79,7783.65,,,
58.148,58148,-29462.02,7773.62,,,
58.149,58149,-29472.29,7763.79,,,
58.15,58150,-29479.9,7756,,,
58.151,58151,-29483.06,7752.24,,,
58.152,58152,-29480.56,7754.03,,,
58.153,58153,-29472.37,7761.68,,,
58.154,58154,-29459.95,7773.97,,,
58.155,58155,-29445.92,7788.42,,,
58.156,58156,-29433.24,7802.09,,,
58.157,58157,-29424.21,7812.54,,,
58.158,58158,-29419.8,7818.54,,,
58.159,58159,-29419.56,7820.21,,,
58.16,58160,-29422.18,7818.51,,,
58.161,58161,-29426.33,7814.51,,,
58.162,58162,-29431.3,7808.84,,,
58.163,58163,-29437.15,7801.57,,,
58.164,58164,-29444.29,7792.66,,,
58.165,58165,-29452.74,7782.53,,,
58.166,58166,-29461.67,7772.46,,,
58.167,58167,-29469.31,7764.43,,,
58.168,58168,-29473.58,7760.55,,,
58.169,58169,-29472.86,7762.17,,,
58.17,58170,-29466.76,7769.33,,,
58.171,58171,-29456.38,7780.65,,,
58.172,58172,-29443.89,7793.78,,,
58.173,58173,-29431.83,7806.14,,,
58.174,58174,-29422.38,7815.61,,,
58.175,58175,-29416.85,7820.86,,,
58.176,58176,-29415.75,7821.37,,,
58.177,58177,-29419.01,7817.25,,,
58.178,58178,-29426.27,7809,,,
58.179,58179,-29436.97,7797.56,,,
58.18,58180,-29450.24,7784.33,,,
58.181,58181,-29464.64,7771.18,,,
58.182,58182,-29478.13,7760.21,,,
58.183,58183,-29488.42,7753.24,,,
58.184,58184,-29493.57,7751.26,,,
58.185,58185,-29492.6,7754.13,,,
58.186,58186,-29485.89,7760.69,,,
58.187,58187,-29475.08,7769.19,,,
58.188,58188,-29462.54,7778.02,,,
58.189,58189,-29450.62,7786.14,,,
58.19,58190,-29441.06,7793.19,,,
58.191,58191,-29434.77,7799.13,,,
58.192,58192,-29431.94,7803.8,,,
58.193,58193,-29432.42,7806.57,,,
58.194,58194,-29436,7806.5,,,
58.195,58195,-29442.51,7802.74,,,
58.196,58196,-29451.62,7795.12,,,
58.197,58197,-29462.63,7784.55,,,
58.198,58198,-29474.28,7772.84,,,
58.199,58199,-29484.91,7762.22,,,
58.2,58200,-29492.74,7754.64,,,
58.201,58201,-29496.35,7751.17,,,
58.202,58202,-29495,7751.95,,,
58.203,58203,-29488.82,7756.39,,,
58.204,58204,-29478.67,7763.63,,,
58.205,58205,-29466,7772.82,,,
58.206,58206,-29452.6,7783.19,,,
58.207,58207,-29440.39,7793.82,,,
58.208,58208,-29431.18,7803.4,,,
58.209,58209,-29426.47,7810.27,,,
58.21,58210,-29427.12,7812.79,,,
58.211,58211,-29433.1,7809.89,,,
58.212,58212,-29443.4,7801.63,,,
58.213,58213,-29456.2,7789.37,,,
58.214,58214,-29469.31,7775.45,,,
58.215,58215,-29480.69,7762.49,,,
58.216,58216,-29488.86,7752.67,,,
58.217,58217,-29493.1,7747.25,,,
58.218,58218,-29493.32,7746.49,,,
58.219,58219,-29489.71,7749.92,,,
58.22,58220,-29482.62,7756.83,,,
58.221,58221,-29472.5,7766.47,,,
58.222,58222,-29460.1,7778.06,,,
58.223,58223,-29446.76,7790.62,,,
58.224,58224,-29434.41,7802.75,,,
58.225,58225,-29425.27,7812.64,,,
58.226,58226,-29421.21,7818.45,,,
58.227,58227,-29423.11,7818.84,,,
58.228,58228,-29430.49,7813.44,,,
58.229,58229,-29441.63,7803.1,,,
58.23,58230,-29454.22,7789.66,,,
58.231,58231,-29466.12,7775.46,,,
58.232,58232,-29475.97,7762.77,,,
58.233,58233,-29483.3,7753.33,,,
58.234,58234,-29488.15,7748.15,,,
58.235,58235,-29490.48,7747.54,,,
58.236,58236,-29489.8,7751.31,,,
58.237,58237,-29485.27,7758.89,,,
58.238,58238,-29476.24,7769.34,,,
58.239,58239,-29463.05,7781.39,,,
58.24,58240,-29447.45,7793.42,,,
58.241,58241,-29432.4,7803.69,,,
58.242,58242,-29421.28,7810.61,,,
58.243,58243,-29416.69,7813.14,,,
58.244,58244,-29419.49,7811.02,,,
58.245,58245,-29428.49,7804.83,,,
58.246,58246,-29440.99,7795.81,,,
58.247,58247,-29453.75,7785.57,,,
58.248,58248,-29464.14,7775.76,,,
58.249,58249,-29470.78,7767.81,,,
58.25,58250,-29473.54,7762.83,,,
58.251,58251,-29473.01,7761.55,,,
58.252,58252,-29469.81,7764.25,,,
58.253,58253,-29464.25,7770.79,,,
58.254,58254,-29456.38,7780.45,,,
58.255,58255,-29446.45,7792,,,
58.256,58256,-29435.37,7803.8,,,
58.257,58257,-29424.83,7814.05,,,
58.258,58258,-29416.97,7821.13,,,
58.259,58259,-29413.63,7823.96,,,
58.26,58260,-29415.7,7822.16,,,
58.261,58261,-29422.75,7816.11,,,
58.262,58262,-29433.24,7806.78,,,
58.263,58263,-29445.12,7795.55,,,
58.264,58264,-29456.49,7783.88,,,
58.265,58265,-29466.07,7773.2,,,
58.266,58266,-29473.16,7764.73,,,
58.267,58267,-29477.41,7759.43,,,
58.268,58268,-29478.46,7757.97,,,
58.269,58269,-29475.91,7760.58,,,
58.27,58270,-29469.52,7766.99,,,
58.271,58271,-29459.67,7776.4,,,
58.272,58272,-29447.63,7787.44,,,
58.273,58273,-29435.48,7798.4,,,
58.274,58274,-29425.54,7807.49,,,
58.275,58275,-29419.7,7813.15,,,
58.276,58276,-29418.73,7814.45,,,
58.277,58277,-29422.18,7811.22,,,
58.278,58278,-29428.72,7804.11,,,
58.279,58279,-29436.77,7794.36,,,
58.28,58280,-29445.16,7783.52,,,
58.281,58281,-29453.31,7773.07,,,
58.282,58282,-29461.04,7764.21,,,
58.283,58283,-29468.01,7757.77,,,
58.284,58284,-29473.38,7754.28,,,
58.285,58285,-29475.79,7754.07,,,
58.286,58286,-29473.84,7757.39,,,
58.287,58287,-29466.8,7764.28,,,
58.288,58288,-29455.22,7774.47,,,
58.289,58289,-29441,7787.08,,,
58.29,58290,-29426.87,7800.58,,,
58.291,58291,-29415.53,7812.93,,,
58.292,58292,-29408.84,7821.96,,,
58.293,58293,-29407.39,7825.88,,,
58.294,58294,-29410.7,7823.79,,,
58.295,58295,-29417.75,7815.89,,,
58.296,58296,-29427.54,7803.41,,,
58.297,58297,-29439.36,7788.29,,,
58.298,58298,-29452.54,7772.71,,,
58.299,58299,-29466,7758.8,,,
58.3,58300,-29477.96,7748.31,,,
58.301,58301,-29486.03,7742.59,,,
58.302,58302,-29487.96,7742.43,,,
58.303,58303,-29482.63,7747.95,,,
58.304,58304,-29470.78,7758.41,,,
58.305,58305,-29455.12,7772.09,,,
58.306,58306,-29439.55,7786.5,,,
58.307,58307,-29427.86,7798.87,,,
58.308,58308,-29422.39,7806.82,,,
58.309,58309,-29423.29,7809.13,,,
58.31,58310,-29428.74,7806.02,,,
58.311,58311,-29435.95,7799.04,,,
58.312,58312,-29442.52,7790.37,,,
58.313,58313,-29447.4,7781.96,,,
58.314,58314,-29451.07,7774.93,,,
58.315,58315,-29454.9,7769.41,,,
58.316,58316,-29459.98,7765,,,
58.317,58317,-29466.17,7761.46,,,
58.318,58318,-29471.77,7759.29,,,
58.319,58319,-29474.14,7759.76,,,
58.32,58320,-29470.87,7764.34,,,
58.321,58321,-29461.03,7773.8,,,
58.322,58322,-29445.81,7787.44,,,
58.323,58323,-29428.35,7802.92,,,
58.324,58324,-29412.69,7816.89,,,
58.325,58325,-29402.44,7826.08,,,
58.326,58326,-29399.58,7828.47,,,
58.327,58327,-29404.05,7823.98,,,
58.328,58328,-29414.01,7814.28,,,
58.329,58329,-29426.76,7802.03,,,
58.33,58330,-29439.71,7789.76,,,
58.331,58331,-29451.11,7779.09,,,
58.332,58332,-29460.13,7770.56,,,
58.333,58333,-29466.54,7764.05,,,
58.334,58334,-29470.22,7759.51,,,
58.335,58335,-29470.79,7757.42,,,
58.336,58336,-29467.62,7758.8,,,
58.337,58337,-29460.23,7764.68,,,
58.338,58338,-29448.84,7775.32,,,
58.339,58339,-29434.67,7789.67,,,
58.34,58340,-29419.89,7805.4,,,
58.341,58341,-29407.18,7819.5,,,
58.342,58342,-29398.94,7829.19,,,
58.343,58343,-29396.59,7832.76,,,
58.344,58344,-29400.18,7829.97,,,
58.345,58345,-29408.52,7821.95,,,
58.346,58346,-29419.63,7810.58,,,
58.347,58347,-29431.36,7797.96,,,
58.348,58348,-29441.95,7785.94,,,
58.349,58349,-29450.19,7776.04,,,
58.35,58350,-29455.38,7769.42,,,
58.351,58351,-29457.06,7767.04,,,
58.352,58352,-29454.89,7769.46,,,
58.353,58353,-29448.66,7776.65,,,
58.354,58354,-29438.65,7787.68,,,
58.355,58355,-29425.84,7800.75,,,
58.356,58356,-29412.11,7813.47,,,
58.357,58357,-29399.96,7823.48,,,
58.358,58358,-29391.91,7829.05,,,
58.359,58359,-29389.74,7829.56,,,
58.36,58360,-29393.95,7825.48,,,
58.361,58361,-29403.59,7818.02,,,
58.362,58362,-29416.61,7808.62,,,
58.363,58363,-29430.62,7798.46,,,
58.364,58364,-29443.55,7788.31,,,
58.365,58365,-29454.06,7778.69,,,
58.366,58366,-29461.6,7770.14,,,
58.367,58367,-29465.98,7763.51,,,
58.368,58368,-29467.05,7759.89,,,
58.369,58369,-29464.49,7760.34,,,
58.37,58370,-29458.03,7765.42,,,
58.371,58371,-29447.91,7774.81,,,
58.372,58372,-29435.27,7787.17,,,
58.373,58373,-29422.16,7800.39,,,
58.374,58374,-29411.13,7812.09,,,
58.375,58375,-29404.4,7820.19,,,
58.376,58376,-29403.15,7823.4,,,
58.377,58377,-29407.14,7821.36,,,
58.378,58378,-29415.02,7814.61,,,
58.379,58379,-29424.98,7804.3,,,
58.38,58380,-29435.59,7791.84,,,
58.381,58381,-29446.17,7778.72,,,
58.382,58382,-29456.65,7766.33,,,
58.383,58383,-29466.89,7756.02,,,
58.384,58384,-29476,7749.02,,,
58.385,58385,-29482.12,7746.37,,,
58.386,58386,-29482.89,7748.75,,,
58.387,58387,-29476.5,7756.23,,,
58.388,58388,-29462.82,7768.01,,,
58.389,58389,-29444.02,7782.46,,,
58.39,58390,-29424.16,7797.24,,,
58.391,58391,-29407.96,7809.84,,,
58.392,58392,-29399.1,7818.08,,,
58.393,58393,-29398.94,7820.71,,,
58.394,58394,-29406.22,7817.68,,,
58.395,58395,-29417.74,7810.04,,,
58.396,58396,-29429.94,7799.6,,,
58.397,58397,-29440.28,7788.33,,,
58.398,58398,-29448.04,7777.83,,,
58.399,58399,-29454.01,7769.14,,,
58.4,58400,-29459.47,7762.77,,,
58.401,58401,-29464.96,7758.95,,,
58.402,58402,-29469.61,7757.98,,,
58.403,58403,-29471.43,7760.26,,,
58.404,58404,-29468.29,7766.11,,,
58.405,58405,-29459.32,7775.36,,,
58.406,58406,-29445.64,7786.97,,,
58.407,58407,-29430.32,7798.98,,,
58.408,58408,-29417.35,7808.88,,,
58.409,58409,-29410.15,7814.33,,,
58.41,58410,-29410.32,7813.89,,,
58.411,58411,-29417.23,7807.57,,,
58.412,58412,-29428.45,7796.81,,,
58.413,58413,-29440.94,7783.92,,,
58.414,58414,-29452.15,7771.37,,,
58.415,58415,-29460.74,7761.01,,,
58.416,58416,-29466.55,7753.79,,,
58.417,58417,-29469.98,7749.88,,,
58.418,58418,-29471.27,7749.06,,,
58.419,58419,-29470.1,7751.19,,,
58.42,58420,-29465.76,7756.25,,,
58.421,58421,-29457.73,7764.25,,,
